variables=x[mm],y[mm],z[mm],dummy
  zone i=         151 j=         222 k=           1 f=point
  9.5910966544E+01  1.0120664293E+02  0.0000000000E+00  1.0000000000E+00
  9.5914513651E+01  1.0110415574E+02  0.0000000000E+00  1.0000000000E+00
  9.5917899466E+01  1.0100630716E+02  0.0000000000E+00  1.0000000000E+00
  9.5921144401E+01  1.0091308938E+02  0.0000000000E+00  1.0000000000E+00
  9.5924256941E+01  1.0082422653E+02  0.0000000000E+00  1.0000000000E+00
  9.5927254415E+01  1.0073955144E+02  0.0000000000E+00  1.0000000000E+00
  9.5930138111E+01  1.0065886706E+02  0.0000000000E+00  1.0000000000E+00
  9.5932923148E+01  1.0058189747E+02  0.0000000000E+00  1.0000000000E+00
  9.5935608361E+01  1.0050849070E+02  0.0000000000E+00  1.0000000000E+00
  9.5938206190E+01  1.0043834806E+02  0.0000000000E+00  1.0000000000E+00
  9.5940716898E+01  1.0037130406E+02  0.0000000000E+00  1.0000000000E+00
  9.5943151809E+01  1.0030705125E+02  0.0000000000E+00  1.0000000000E+00
  9.5945514187E+01  1.0024538899E+02  0.0000000000E+00  1.0000000000E+00
  9.5947816358E+01  1.0018597846E+02  0.0000000000E+00  1.0000000000E+00
  9.5950066841E+01  1.0012852948E+02  0.0000000000E+00  1.0000000000E+00
  9.5952282454E+01  1.0007260415E+02  0.0000000000E+00  1.0000000000E+00
  9.5954475916E+01  1.0001785714E+02  0.0000000000E+00  1.0000000000E+00
  9.5956624404E+01  9.9964861453E+01  0.0000000000E+00  1.0000000000E+00
  9.5958635402E+01  9.9915867208E+01  0.0000000000E+00  1.0000000000E+00
  3.7065722215E+01  2.6583335042E+02  0.0000000000E+00  1.0000000000E+00
  3.8288514122E+01  2.6428612321E+02  0.0000000000E+00  1.0000000000E+00
  3.9395203738E+01  2.6276891428E+02  0.0000000000E+00  1.0000000000E+00
  4.0545598825E+01  2.6118771940E+02  0.0000000000E+00  1.0000000000E+00
  4.1735001365E+01  2.5954916523E+02  0.0000000000E+00  1.0000000000E+00
  4.2952296496E+01  2.5785853035E+02  0.0000000000E+00  1.0000000000E+00
  4.4191533818E+01  2.5611903646E+02  0.0000000000E+00  1.0000000000E+00
  4.5448648276E+01  2.5433374792E+02  0.0000000000E+00  1.0000000000E+00
  4.6720282768E+01  2.5250507802E+02  0.0000000000E+00  1.0000000000E+00
  4.8003677382E+01  2.5063509246E+02  0.0000000000E+00  1.0000000000E+00
  4.9296528271E+01  2.4872557489E+02  0.0000000000E+00  1.0000000000E+00
  5.0594668503E+01  2.4678149301E+02  0.0000000000E+00  1.0000000000E+00
  5.1894472106E+01  2.4479976221E+02  0.0000000000E+00  1.0000000000E+00
  5.3198900590E+01  2.4278008702E+02  0.0000000000E+00  1.0000000000E+00
  5.4504959320E+01  2.4072659096E+02  0.0000000000E+00  1.0000000000E+00
  5.5810913119E+01  2.3864108571E+02  0.0000000000E+00  1.0000000000E+00
  5.7113010221E+01  2.3652898696E+02  0.0000000000E+00  1.0000000000E+00
  5.8406470959E+01  2.3438787628E+02  0.0000000000E+00  1.0000000000E+00
  5.9694591713E+01  2.3221548786E+02  0.0000000000E+00  1.0000000000E+00
  6.0976661917E+01  2.3001630547E+02  0.0000000000E+00  1.0000000000E+00
  6.2249302323E+01  2.2779587014E+02  0.0000000000E+00  1.0000000000E+00
  6.3507120701E+01  2.2555761575E+02  0.0000000000E+00  1.0000000000E+00
  6.4748731443E+01  2.2329541488E+02  0.0000000000E+00  1.0000000000E+00
  6.5979567591E+01  2.2101154621E+02  0.0000000000E+00  1.0000000000E+00
  6.7194780526E+01  2.1871527099E+02  0.0000000000E+00  1.0000000000E+00
  6.8388474011E+01  2.1640969139E+02  0.0000000000E+00  1.0000000000E+00
  6.9559847087E+01  2.1408798565E+02  0.0000000000E+00  1.0000000000E+00
  7.0715295696E+01  2.1175309872E+02  0.0000000000E+00  1.0000000000E+00
  7.1848969357E+01  2.0941779954E+02  0.0000000000E+00  1.0000000000E+00
  7.2953631020E+01  2.0707877708E+02  0.0000000000E+00  1.0000000000E+00
  7.4035225160E+01  2.0473150968E+02  0.0000000000E+00  1.0000000000E+00
  7.5095403610E+01  2.0238361557E+02  0.0000000000E+00  1.0000000000E+00
  7.6127819970E+01  2.0004661019E+02  0.0000000000E+00  1.0000000000E+00
  7.7126161272E+01  1.9771005399E+02  0.0000000000E+00  1.0000000000E+00
  7.8103332936E+01  1.9537410005E+02  0.0000000000E+00  1.0000000000E+00
  7.9053092036E+01  1.9305555669E+02  0.0000000000E+00  1.0000000000E+00
  7.9967332661E+01  1.9074876823E+02  0.0000000000E+00  1.0000000000E+00
  8.0855094573E+01  1.8844916590E+02  0.0000000000E+00  1.0000000000E+00
  8.1716561684E+01  1.8616848712E+02  0.0000000000E+00  1.0000000000E+00
  8.2544666495E+01  1.8391033826E+02  0.0000000000E+00  1.0000000000E+00
  8.3340983029E+01  1.8166699363E+02  0.0000000000E+00  1.0000000000E+00
  8.4112536240E+01  1.7944389103E+02  0.0000000000E+00  1.0000000000E+00
  8.4853206286E+01  1.7725212677E+02  0.0000000000E+00  1.0000000000E+00
  8.5559106327E+01  1.7508199204E+02  0.0000000000E+00  1.0000000000E+00
  8.6241812802E+01  1.7293405238E+02  0.0000000000E+00  1.0000000000E+00
  8.6896259357E+01  1.7082427619E+02  0.0000000000E+00  1.0000000000E+00
  8.7515026219E+01  1.6874195150E+02  0.0000000000E+00  1.0000000000E+00
  8.8112153315E+01  1.6668443970E+02  0.0000000000E+00  1.0000000000E+00
  8.8683398673E+01  1.6466928738E+02  0.0000000000E+00  1.0000000000E+00
  8.9220597139E+01  1.6268650600E+02  0.0000000000E+00  1.0000000000E+00
  8.9737189022E+01  1.6073188064E+02  0.0000000000E+00  1.0000000000E+00
  9.0230150614E+01  1.5882147147E+02  0.0000000000E+00  1.0000000000E+00
  9.0692299841E+01  1.5694718337E+02  0.0000000000E+00  1.0000000000E+00
  9.1134840494E+01  1.5510418250E+02  0.0000000000E+00  1.0000000000E+00
  9.1556153743E+01  1.5330640418E+02  0.0000000000E+00  1.0000000000E+00
  9.1949824666E+01  1.5154703746E+02  0.0000000000E+00  1.0000000000E+00
  9.2325609562E+01  1.4982099920E+02  0.0000000000E+00  1.0000000000E+00
  9.2682520919E+01  1.4814080647E+02  0.0000000000E+00  1.0000000000E+00
  9.3014824493E+01  1.4650006698E+02  0.0000000000E+00  1.0000000000E+00
  9.3331379169E+01  1.4489369214E+02  0.0000000000E+00  1.0000000000E+00
  9.3631322934E+01  1.4333333961E+02  0.0000000000E+00  1.0000000000E+00
  9.3909513802E+01  1.4181244977E+02  0.0000000000E+00  1.0000000000E+00
  9.4174260811E+01  1.4032609642E+02  0.0000000000E+00  1.0000000000E+00
  9.4424516613E+01  1.3888548031E+02  0.0000000000E+00  1.0000000000E+00
  9.4655684436E+01  1.3748353185E+02  0.0000000000E+00  1.0000000000E+00
  9.4875613196E+01  1.3611602482E+02  0.0000000000E+00  1.0000000000E+00
  9.5082681763E+01  1.3479256193E+02  0.0000000000E+00  1.0000000000E+00
  9.5274027009E+01  1.3350648410E+02  0.0000000000E+00  1.0000000000E+00
  9.5455624918E+01  1.3225500439E+02  0.0000000000E+00  1.0000000000E+00
  9.5625908412E+01  1.3104502645E+02  0.0000000000E+00  1.0000000000E+00
  9.5783501637E+01  1.2987064547E+02  0.0000000000E+00  1.0000000000E+00
  9.5932705740E+01  1.2873055899E+02  0.0000000000E+00  1.0000000000E+00
  9.6072011670E+01  1.2762913298E+02  0.0000000000E+00  1.0000000000E+00
  9.6201259567E+01  1.2656111335E+02  0.0000000000E+00  1.0000000000E+00
  9.6323341664E+01  1.2552666538E+02  0.0000000000E+00  1.0000000000E+00
  9.6436802233E+01  1.2452782801E+02  0.0000000000E+00  1.0000000000E+00
  9.6542426489E+01  1.2355997028E+02  0.0000000000E+00  1.0000000000E+00
  9.6641951542E+01  1.2262467174E+02  0.0000000000E+00  1.0000000000E+00
  9.6734014888E+01  1.2172197620E+02  0.0000000000E+00  1.0000000000E+00
  9.6820062534E+01  1.2084785205E+02  0.0000000000E+00  1.0000000000E+00
  9.6900954408E+01  1.2000517592E+02  0.0000000000E+00  1.0000000000E+00
  9.6975443095E+01  1.1919223538E+02  0.0000000000E+00  1.0000000000E+00
  9.7045398462E+01  1.1840548427E+02  0.0000000000E+00  1.0000000000E+00
  9.7110992952E+01  1.1764882084E+02  0.0000000000E+00  1.0000000000E+00
  9.7171159978E+01  1.1691901136E+02  0.0000000000E+00  1.0000000000E+00
  9.7227833797E+01  1.1621330701E+02  0.0000000000E+00  1.0000000000E+00
  9.7280671846E+01  1.1553490706E+02  0.0000000000E+00  1.0000000000E+00
  9.7329376384E+01  1.1488041160E+02  0.0000000000E+00  1.0000000000E+00
  9.7375103386E+01  1.1424865685E+02  0.0000000000E+00  1.0000000000E+00
  9.7417529223E+01  1.1364104694E+02  0.0000000000E+00  1.0000000000E+00
  9.7456903365E+01  1.1305471111E+02  0.0000000000E+00  1.0000000000E+00
  9.7493833900E+01  1.1249015445E+02  0.0000000000E+00  1.0000000000E+00
  9.7528047026E+01  1.1194725988E+02  0.0000000000E+00  1.0000000000E+00
  9.7560074089E+01  1.1142382327E+02  0.0000000000E+00  1.0000000000E+00
  9.7590133000E+01  1.1092147578E+02  0.0000000000E+00  1.0000000000E+00
  9.7617961531E+01  1.1043877937E+02  0.0000000000E+00  1.0000000000E+00
  9.7644130660E+01  1.0997389849E+02  0.0000000000E+00  1.0000000000E+00
  9.7668557031E+01  1.0952841222E+02  0.0000000000E+00  1.0000000000E+00
  9.7691157627E+01  1.0910022751E+02  0.0000000000E+00  1.0000000000E+00
  9.7712236195E+01  1.0868822294E+02  0.0000000000E+00  1.0000000000E+00
  9.7731670933E+01  1.0829260987E+02  0.0000000000E+00  1.0000000000E+00
  9.7749583287E+01  1.0791141562E+02  0.0000000000E+00  1.0000000000E+00
  9.7766121272E+01  1.0754468141E+02  0.0000000000E+00  1.0000000000E+00
  9.7781259457E+01  1.0719165398E+02  0.0000000000E+00  1.0000000000E+00
  9.7795286488E+01  1.0685089551E+02  0.0000000000E+00  1.0000000000E+00
  9.7808328117E+01  1.0652338482E+02  0.0000000000E+00  1.0000000000E+00
  9.7820489483E+01  1.0620802327E+02  0.0000000000E+00  1.0000000000E+00
  9.7832034944E+01  1.0590434952E+02  0.0000000000E+00  1.0000000000E+00
  9.7843016601E+01  1.0561316396E+02  0.0000000000E+00  1.0000000000E+00
  9.7853556751E+01  1.0533367075E+02  0.0000000000E+00  1.0000000000E+00
  9.7863727437E+01  1.0506628425E+02  0.0000000000E+00  1.0000000000E+00
  9.7873517534E+01  1.0481063820E+02  0.0000000000E+00  1.0000000000E+00
  9.7882978786E+01  1.0456594692E+02  0.0000000000E+00  1.0000000000E+00
  9.7892051613E+01  1.0433255716E+02  0.0000000000E+00  1.0000000000E+00
  9.7900676900E+01  1.0410947158E+02  0.0000000000E+00  1.0000000000E+00
  9.7908812596E+01  1.0389621857E+02  0.0000000000E+00  1.0000000000E+00
  9.7916382929E+01  1.0369235843E+02  0.0000000000E+00  1.0000000000E+00
  9.7923378533E+01  1.0349682329E+02  0.0000000000E+00  1.0000000000E+00
  9.7929772713E+01  1.0330940603E+02  0.0000000000E+00  1.0000000000E+00
  9.7935564834E+01  1.0312913353E+02  0.0000000000E+00  1.0000000000E+00
  9.7940786469E+01  1.0295536608E+02  0.0000000000E+00  1.0000000000E+00
  9.7945449079E+01  1.0278792484E+02  0.0000000000E+00  1.0000000000E+00
  9.7949596672E+01  1.0262617046E+02  0.0000000000E+00  1.0000000000E+00
  9.7953263782E+01  1.0247015633E+02  0.0000000000E+00  1.0000000000E+00
  9.7956495423E+01  1.0231947018E+02  0.0000000000E+00  1.0000000000E+00
  9.7959350581E+01  1.0217390313E+02  0.0000000000E+00  1.0000000000E+00
  9.7961875020E+01  1.0203356725E+02  0.0000000000E+00  1.0000000000E+00
  9.7964127545E+01  1.0189826277E+02  0.0000000000E+00  1.0000000000E+00
  9.7966158076E+01  1.0176819556E+02  0.0000000000E+00  1.0000000000E+00
  9.7968016682E+01  1.0164326057E+02  0.0000000000E+00  1.0000000000E+00
  9.7969751042E+01  1.0152355257E+02  0.0000000000E+00  1.0000000000E+00
  9.7971398174E+01  1.0140912934E+02  0.0000000000E+00  1.0000000000E+00
  9.7972996071E+01  1.0129982178E+02  0.0000000000E+00  1.0000000000E+00
  9.7974568772E+01  1.0119566078E+02  0.0000000000E+00  1.0000000000E+00
  9.7976135883E+01  1.0109636593E+02  0.0000000000E+00  1.0000000000E+00
  9.7977706237E+01  1.0100183284E+02  0.0000000000E+00  1.0000000000E+00
  9.7979283810E+01  1.0091173768E+02  0.0000000000E+00  1.0000000000E+00
  9.7980868336E+01  1.0082584448E+02  0.0000000000E+00  1.0000000000E+00
  9.7982454570E+01  1.0074391509E+02  0.0000000000E+00  1.0000000000E+00
  9.7984038555E+01  1.0066563739E+02  0.0000000000E+00  1.0000000000E+00
  9.7985611997E+01  1.0059082947E+02  0.0000000000E+00  1.0000000000E+00
  9.7987169333E+01  1.0051919808E+02  0.0000000000E+00  1.0000000000E+00
  9.7988702941E+01  1.0045054741E+02  0.0000000000E+00  1.0000000000E+00
  9.7990207293E+01  1.0038459300E+02  0.0000000000E+00  1.0000000000E+00
  9.7991675779E+01  1.0032110550E+02  0.0000000000E+00  1.0000000000E+00
  9.7993102875E+01  1.0025975649E+02  0.0000000000E+00  1.0000000000E+00
  9.7994481883E+01  1.0020020887E+02  0.0000000000E+00  1.0000000000E+00
  9.7995804761E+01  1.0014198949E+02  0.0000000000E+00  1.0000000000E+00
  9.7997055311E+01  1.0008471856E+02  0.0000000000E+00  1.0000000000E+00
  9.7998176509E+01  1.0002951059E+02  0.0000000000E+00  1.0000000000E+00
  9.7999068393E+01  9.9979979359E+01  0.0000000000E+00  1.0000000000E+00
  4.0763208585E+01  2.6919914817E+02  0.0000000000E+00  1.0000000000E+00
  4.1946154000E+01  2.6758635736E+02  0.0000000000E+00  1.0000000000E+00
  4.3144952970E+01  2.6593308476E+02  0.0000000000E+00  1.0000000000E+00
  4.4358568176E+01  2.6423941445E+02  0.0000000000E+00  1.0000000000E+00
  4.5585904028E+01  2.6250552786E+02  0.0000000000E+00  1.0000000000E+00
  4.6825811629E+01  2.6073170925E+02  0.0000000000E+00  1.0000000000E+00
  4.8077094737E+01  2.5891835107E+02  0.0000000000E+00  1.0000000000E+00
  4.9338514134E+01  2.5706595713E+02  0.0000000000E+00  1.0000000000E+00
  5.0608794472E+01  2.5517514653E+02  0.0000000000E+00  1.0000000000E+00
  5.1886631137E+01  2.5324665654E+02  0.0000000000E+00  1.0000000000E+00
  5.3170696500E+01  2.5128134384E+02  0.0000000000E+00  1.0000000000E+00
  5.4459643956E+01  2.4928018339E+02  0.0000000000E+00  1.0000000000E+00
  5.5748617259E+01  2.4724207750E+02  0.0000000000E+00  1.0000000000E+00
  5.7038728157E+01  2.4516988541E+02  0.0000000000E+00  1.0000000000E+00
  5.8328800566E+01  2.4306508529E+02  0.0000000000E+00  1.0000000000E+00
  5.9617424810E+01  2.4092911572E+02  0.0000000000E+00  1.0000000000E+00
  6.0903205072E+01  2.3876352510E+02  0.0000000000E+00  1.0000000000E+00
  6.2180397518E+01  2.3656745537E+02  0.0000000000E+00  1.0000000000E+00
  6.3449368460E+01  2.3434379927E+02  0.0000000000E+00  1.0000000000E+00
  6.4710471463E+01  2.3209542764E+02  0.0000000000E+00  1.0000000000E+00
  6.5962390177E+01  2.2982429337E+02  0.0000000000E+00  1.0000000000E+00
  6.7201229174E+01  2.2753102968E+02  0.0000000000E+00  1.0000000000E+00
  6.8422118022E+01  2.2521595939E+02  0.0000000000E+00  1.0000000000E+00
  6.9629163322E+01  2.2288417933E+02  0.0000000000E+00  1.0000000000E+00
  7.0821232678E+01  2.2053793976E+02  0.0000000000E+00  1.0000000000E+00
  7.1993665234E+01  2.1817777624E+02  0.0000000000E+00  1.0000000000E+00
  7.3141888790E+01  2.1580448108E+02  0.0000000000E+00  1.0000000000E+00
  7.4271221345E+01  2.1342359731E+02  0.0000000000E+00  1.0000000000E+00
  7.5380783133E+01  2.1103752020E+02  0.0000000000E+00  1.0000000000E+00
  7.6462169802E+01  2.0864527039E+02  0.0000000000E+00  1.0000000000E+00
  7.7517572198E+01  2.0625083650E+02  0.0000000000E+00  1.0000000000E+00
  7.8550307637E+01  2.0385844988E+02  0.0000000000E+00  1.0000000000E+00
  7.9558217917E+01  2.0146983500E+02  0.0000000000E+00  1.0000000000E+00
  8.0531142534E+01  1.9908354840E+02  0.0000000000E+00  1.0000000000E+00
  8.1479415221E+01  1.9670652986E+02  0.0000000000E+00  1.0000000000E+00
  8.2402666761E+01  1.9434103818E+02  0.0000000000E+00  1.0000000000E+00
  8.3291017874E+01  1.9198572950E+02  0.0000000000E+00  1.0000000000E+00
  8.4150147915E+01  1.8964525581E+02  0.0000000000E+00  1.0000000000E+00
  8.4983426228E+01  1.8732303540E+02  0.0000000000E+00  1.0000000000E+00
  8.5785012175E+01  1.8501909332E+02  0.0000000000E+00  1.0000000000E+00
  8.6553260950E+01  1.8273504857E+02  0.0000000000E+00  1.0000000000E+00
  8.7295684076E+01  1.8047535813E+02  0.0000000000E+00  1.0000000000E+00
  8.8009518887E+01  1.7824084046E+02  0.0000000000E+00  1.0000000000E+00
  8.8687868326E+01  1.7603112562E+02  0.0000000000E+00  1.0000000000E+00
  8.9341159926E+01  1.7385105030E+02  0.0000000000E+00  1.0000000000E+00
  8.9968776463E+01  1.7170176762E+02  0.0000000000E+00  1.0000000000E+00
  9.0560546795E+01  1.6958176414E+02  0.0000000000E+00  1.0000000000E+00
  9.1128616076E+01  1.6749573973E+02  0.0000000000E+00  1.0000000000E+00
  9.1673263988E+01  1.6544474271E+02  0.0000000000E+00  1.0000000000E+00
  9.2184047403E+01  1.6342706979E+02  0.0000000000E+00  1.0000000000E+00
  9.2672487152E+01  1.6144659608E+02  0.0000000000E+00  1.0000000000E+00
  9.3139353369E+01  1.5950414985E+02  0.0000000000E+00  1.0000000000E+00
  9.3575789665E+01  1.5759830017E+02  0.0000000000E+00  1.0000000000E+00
  9.3991354656E+01  1.5573184362E+02  0.0000000000E+00  1.0000000000E+00
  9.4387423665E+01  1.5390541949E+02  0.0000000000E+00  1.0000000000E+00
  9.4756321662E+01  1.5211773004E+02  0.0000000000E+00  1.0000000000E+00
  9.5106423211E+01  1.5037079262E+02  0.0000000000E+00  1.0000000000E+00
  9.5439207740E+01  1.4866496029E+02  0.0000000000E+00  1.0000000000E+00
  9.5747873890E+01  1.4699898631E+02  0.0000000000E+00  1.0000000000E+00
  9.6040145272E+01  1.4537431250E+02  0.0000000000E+00  1.0000000000E+00
  9.6317269892E+01  1.4379097966E+02  0.0000000000E+00  1.0000000000E+00
  9.6573109793E+01  1.4224775282E+02  0.0000000000E+00  1.0000000000E+00
  9.6815060709E+01  1.4074563435E+02  0.0000000000E+00  1.0000000000E+00
  9.7043933508E+01  1.3928437126E+02  0.0000000000E+00  1.0000000000E+00
  9.7254144057E+01  1.3786273231E+02  0.0000000000E+00  1.0000000000E+00
  9.7452892730E+01  1.3648136847E+02  0.0000000000E+00  1.0000000000E+00
  9.7640022892E+01  1.3513971895E+02  0.0000000000E+00  1.0000000000E+00
  9.7811811070E+01  1.3383674707E+02  0.0000000000E+00  1.0000000000E+00
  9.7973917797E+01  1.3257263086E+02  0.0000000000E+00  1.0000000000E+00
  9.8125738305E+01  1.3134664199E+02  0.0000000000E+00  1.0000000000E+00
  9.8265199213E+01  1.3015788658E+02  0.0000000000E+00  1.0000000000E+00
  9.8396560208E+01  1.2900618368E+02  0.0000000000E+00  1.0000000000E+00
  9.8518856189E+01  1.2789069393E+02  0.0000000000E+00  1.0000000000E+00
  9.8631386235E+01  1.2681062020E+02  0.0000000000E+00  1.0000000000E+00
  9.8737199766E+01  1.2576552480E+02  0.0000000000E+00  1.0000000000E+00
  9.8835061219E+01  1.2475450441E+02  0.0000000000E+00  1.0000000000E+00
  9.8925356528E+01  1.2377682472E+02  0.0000000000E+00  1.0000000000E+00
  9.9010124019E+01  1.2283187602E+02  0.0000000000E+00  1.0000000000E+00
  9.9087952268E+01  1.2191872953E+02  0.0000000000E+00  1.0000000000E+00
  9.9160034047E+01  1.2103669053E+02  0.0000000000E+00  1.0000000000E+00
  9.9227598275E+01  1.2018504529E+02  0.0000000000E+00  1.0000000000E+00
  9.9289138540E+01  1.1936286877E+02  0.0000000000E+00  1.0000000000E+00
  9.9346407518E+01  1.1856949264E+02  0.0000000000E+00  1.0000000000E+00
  9.9400007880E+01  1.1780415093E+02  0.0000000000E+00  1.0000000000E+00
  9.9448404287E+01  1.1706594356E+02  0.0000000000E+00  1.0000000000E+00
  9.9493703596E+01  1.1635422291E+02  0.0000000000E+00  1.0000000000E+00
  9.9535752971E+01  1.1566819163E+02  0.0000000000E+00  1.0000000000E+00
  9.9573902375E+01  1.1500704042E+02  0.0000000000E+00  1.0000000000E+00
  9.9609584403E+01  1.1437009039E+02  0.0000000000E+00  1.0000000000E+00
  9.9642387023E+01  1.1375656487E+02  0.0000000000E+00  1.0000000000E+00
  9.9672358275E+01  1.1316573007E+02  0.0000000000E+00  1.0000000000E+00
  9.9700353540E+01  1.1259690251E+02  0.0000000000E+00  1.0000000000E+00
  9.9725816515E+01  1.1204934216E+02  0.0000000000E+00  1.0000000000E+00
  9.9749273017E+01  1.1152237730E+02  0.0000000000E+00  1.0000000000E+00
  9.9771153747E+01  1.1101534200E+02  0.0000000000E+00  1.0000000000E+00
  9.9790822072E+01  1.1052754138E+02  0.0000000000E+00  1.0000000000E+00
  9.9809111823E+01  1.1005835751E+02  0.0000000000E+00  1.0000000000E+00
  9.9826030918E+01  1.0960715186E+02  0.0000000000E+00  1.0000000000E+00
  9.9841266058E+01  1.0917329217E+02  0.0000000000E+00  1.0000000000E+00
  9.9855474781E+01  1.0875619624E+02  0.0000000000E+00  1.0000000000E+00
  9.9868441617E+01  1.0835526643E+02  0.0000000000E+00  1.0000000000E+00
  9.9880249753E+01  1.0796993248E+02  0.0000000000E+00  1.0000000000E+00
  9.9891247047E+01  1.0759964689E+02  0.0000000000E+00  1.0000000000E+00
  9.9901131841E+01  1.0724385891E+02  0.0000000000E+00  1.0000000000E+00
  9.9910249475E+01  1.0690205251E+02  0.0000000000E+00  1.0000000000E+00
  9.9918689885E+01  1.0657371900E+02  0.0000000000E+00  1.0000000000E+00
  9.9926220432E+01  1.0625835768E+02  0.0000000000E+00  1.0000000000E+00
  9.9933232931E+01  1.0595549825E+02  0.0000000000E+00  1.0000000000E+00
  9.9939609148E+01  1.0566467282E+02  0.0000000000E+00  1.0000000000E+00
  9.9945386005E+01  1.0538543238E+02  0.0000000000E+00  1.0000000000E+00
  9.9950756774E+01  1.0511734515E+02  0.0000000000E+00  1.0000000000E+00
  9.9955540950E+01  1.0485998622E+02  0.0000000000E+00  1.0000000000E+00
  9.9959952915E+01  1.0461295233E+02  0.0000000000E+00  1.0000000000E+00
  9.9964001161E+01  1.0437584964E+02  0.0000000000E+00  1.0000000000E+00
  9.9967609011E+01  1.0414829653E+02  0.0000000000E+00  1.0000000000E+00
  9.9970962048E+01  1.0392992853E+02  0.0000000000E+00  1.0000000000E+00
  9.9973962025E+01  1.0372038936E+02  0.0000000000E+00  1.0000000000E+00
  9.9976694476E+01  1.0351933802E+02  0.0000000000E+00  1.0000000000E+00
  9.9979214672E+01  1.0332644486E+02  0.0000000000E+00  1.0000000000E+00
  9.9981429127E+01  1.0314139021E+02  0.0000000000E+00  1.0000000000E+00
  9.9983485964E+01  1.0296386876E+02  0.0000000000E+00  1.0000000000E+00
  9.9985323388E+01  1.0279358368E+02  0.0000000000E+00  1.0000000000E+00
  9.9986982717E+01  1.0263025021E+02  0.0000000000E+00  1.0000000000E+00
  9.9988511376E+01  1.0247359393E+02  0.0000000000E+00  1.0000000000E+00
  9.9989840616E+01  1.0232334950E+02  0.0000000000E+00  1.0000000000E+00
  9.9991073928E+01  1.0217926298E+02  0.0000000000E+00  1.0000000000E+00
  9.9992163199E+01  1.0204108855E+02  0.0000000000E+00  1.0000000000E+00
  9.9993144800E+01  1.0190859034E+02  0.0000000000E+00  1.0000000000E+00
  9.9994038360E+01  1.0178154120E+02  0.0000000000E+00  1.0000000000E+00
  9.9994812172E+01  1.0165972225E+02  0.0000000000E+00  1.0000000000E+00
  9.9995528732E+01  1.0154292358E+02  0.0000000000E+00  1.0000000000E+00
  9.9996143509E+01  1.0143094262E+02  0.0000000000E+00  1.0000000000E+00
  9.9996702807E+01  1.0132358513E+02  0.0000000000E+00  1.0000000000E+00
  9.9997195860E+01  1.0122066403E+02  0.0000000000E+00  1.0000000000E+00
  9.9997626258E+01  1.0112199960E+02  0.0000000000E+00  1.0000000000E+00
  9.9998017381E+01  1.0102741915E+02  0.0000000000E+00  1.0000000000E+00
  9.9998342607E+01  1.0093675656E+02  0.0000000000E+00  1.0000000000E+00
  9.9998643049E+01  1.0084985244E+02  0.0000000000E+00  1.0000000000E+00
  9.9998888500E+01  1.0076655345E+02  0.0000000000E+00  1.0000000000E+00
  9.9999110453E+01  1.0068671245E+02  0.0000000000E+00  1.0000000000E+00
  9.9999294734E+01  1.0061018801E+02  0.0000000000E+00  1.0000000000E+00
  9.9999453305E+01  1.0053684436E+02  0.0000000000E+00  1.0000000000E+00
  9.9999587131E+01  1.0046655112E+02  0.0000000000E+00  1.0000000000E+00
  9.9999694870E+01  1.0039918307E+02  0.0000000000E+00  1.0000000000E+00
  9.9999787295E+01  1.0033462003E+02  0.0000000000E+00  1.0000000000E+00
  9.9999854591E+01  1.0027274662E+02  0.0000000000E+00  1.0000000000E+00
  9.9999913252E+01  1.0021345209E+02  0.0000000000E+00  1.0000000000E+00
  9.9999948684E+01  1.0015663013E+02  0.0000000000E+00  1.0000000000E+00
  9.9999980004E+01  1.0010217873E+02  0.0000000000E+00  1.0000000000E+00
  9.9999990626E+01  1.0005000000E+02  0.0000000000E+00  1.0000000000E+00
  1.0000000000E+02  1.0000000000E+02  0.0000000000E+00  1.0000000000E+00
  4.4599976909E+01  2.7240526870E+02  0.0000000000E+00  1.0000000000E+00
  4.5799331704E+01  2.7077787346E+02  0.0000000000E+00  1.0000000000E+00
  4.7030262081E+01  2.6901026249E+02  0.0000000000E+00  1.0000000000E+00
  4.8262965751E+01  2.6722152412E+02  0.0000000000E+00  1.0000000000E+00
  4.9500580641E+01  2.6540726342E+02  0.0000000000E+00  1.0000000000E+00
  5.0744319126E+01  2.6356248626E+02  0.0000000000E+00  1.0000000000E+00
  5.1994570591E+01  2.6168481215E+02  0.0000000000E+00  1.0000000000E+00
  5.3251227542E+01  2.5977277858E+02  0.0000000000E+00  1.0000000000E+00
  5.4513816756E+01  2.5782561560E+02  0.0000000000E+00  1.0000000000E+00
  5.5781587401E+01  2.5584312407E+02  0.0000000000E+00  1.0000000000E+00
  5.7053619220E+01  2.5382551361E+02  0.0000000000E+00  1.0000000000E+00
  5.8330988631E+01  2.5177000090E+02  0.0000000000E+00  1.0000000000E+00
  5.9607390701E+01  2.4967765393E+02  0.0000000000E+00  1.0000000000E+00
  6.0881894841E+01  2.4755463608E+02  0.0000000000E+00  1.0000000000E+00
  6.2155037575E+01  2.4539983472E+02  0.0000000000E+00  1.0000000000E+00
  6.3425643220E+01  2.4321438516E+02  0.0000000000E+00  1.0000000000E+00
  6.4694601257E+01  2.4099604039E+02  0.0000000000E+00  1.0000000000E+00
  6.5955162664E+01  2.3874555741E+02  0.0000000000E+00  1.0000000000E+00
  6.7204725682E+01  2.3647104069E+02  0.0000000000E+00  1.0000000000E+00
