variables=x[mm],y[mm],z[mm],dummy
  zone i=         151 j=         222 k=           1 f=point
  2.0404739329E+02  3.3130112577E+01  0.0000000000E+00  1.0000000000E+00
  2.0376651014E+02  3.2360665386E+01  0.0000000000E+00  1.0000000000E+00
  2.0348449380E+02  3.1598282505E+01  0.0000000000E+00  1.0000000000E+00
  2.0320101516E+02  3.0842443352E+01  0.0000000000E+00  1.0000000000E+00
  2.0291563099E+02  3.0092672895E+01  0.0000000000E+00  1.0000000000E+00
  2.0262782326E+02  2.9348657966E+01  0.0000000000E+00  1.0000000000E+00
  2.0233690814E+02  2.8610267040E+01  0.0000000000E+00  1.0000000000E+00
  2.0204208342E+02  2.7877754862E+01  0.0000000000E+00  1.0000000000E+00
  2.0174230131E+02  2.7151912296E+01  0.0000000000E+00  1.0000000000E+00
  2.0143630271E+02  2.6434383877E+01  0.0000000000E+00  1.0000000000E+00
  2.0112249043E+02  2.5728039864E+01  0.0000000000E+00  1.0000000000E+00
  2.0079901757E+02  2.5037454807E+01  0.0000000000E+00  1.0000000000E+00
  2.0046372629E+02  2.4369622213E+01  0.0000000000E+00  1.0000000000E+00
  2.0011439754E+02  2.3734361244E+01  0.0000000000E+00  1.0000000000E+00
  1.9974894482E+02  2.3144832668E+01  0.0000000000E+00  1.0000000000E+00
  1.9936588222E+02  2.2616806316E+01  0.0000000000E+00  1.0000000000E+00
  1.9896475046E+02  2.2168026328E+01  0.0000000000E+00  1.0000000000E+00
  1.9854591808E+02  2.1816030320E+01  0.0000000000E+00  1.0000000000E+00
  1.9810978275E+02  2.1578519185E+01  0.0000000000E+00  1.0000000000E+00
  1.9765348929E+02  2.1478086470E+01  0.0000000000E+00  1.0000000000E+00
  2.4820702395E+02  3.9718863026E+02  0.0000000000E+00  1.0000000000E+00
  2.4916546081E+02  3.9515239361E+02  0.0000000000E+00  1.0000000000E+00
  2.4989096402E+02  3.9254049195E+02  0.0000000000E+00  1.0000000000E+00
  2.5032596747E+02  3.8941033583E+02  0.0000000000E+00  1.0000000000E+00
  2.5046467812E+02  3.8583905215E+02  0.0000000000E+00  1.0000000000E+00
  2.5033752972E+02  3.8190872383E+02  0.0000000000E+00  1.0000000000E+00
  2.4999386888E+02  3.7769618207E+02  0.0000000000E+00  1.0000000000E+00
  2.4948748228E+02  3.7326777003E+02  0.0000000000E+00  1.0000000000E+00
  2.4886767671E+02  3.6867761414E+02  0.0000000000E+00  1.0000000000E+00
  2.4817523466E+02  3.6396827421E+02  0.0000000000E+00  1.0000000000E+00
  2.4744171193E+02  3.5917243828E+02  0.0000000000E+00  1.0000000000E+00
  2.4669042502E+02  3.5431486028E+02  0.0000000000E+00  1.0000000000E+00
  2.4593802581E+02  3.4941419413E+02  0.0000000000E+00  1.0000000000E+00
  2.4519605526E+02  3.4448448223E+02  0.0000000000E+00  1.0000000000E+00
  2.4447228319E+02  3.3953631058E+02  0.0000000000E+00  1.0000000000E+00
  2.4377171074E+02  3.3457778388E+02  0.0000000000E+00  1.0000000000E+00
  2.4309737228E+02  3.2961521802E+02  0.0000000000E+00  1.0000000000E+00
  2.4245087370E+02  3.2465372425E+02  0.0000000000E+00  1.0000000000E+00
  2.4183287834E+02  3.1969754111E+02  0.0000000000E+00  1.0000000000E+00
  2.4124329965E+02  3.1475026390E+02  0.0000000000E+00  1.0000000000E+00
  2.4068156755E+02  3.0981503090E+02  0.0000000000E+00  1.0000000000E+00
  2.4014672053E+02  3.0489472446E+02  0.0000000000E+00  1.0000000000E+00
  2.3963762364E+02  2.9999207109E+02  0.0000000000E+00  1.0000000000E+00
  2.3915291947E+02  2.9510963076E+02  0.0000000000E+00  1.0000000000E+00
  2.3869116174E+02  2.9024976487E+02  0.0000000000E+00  1.0000000000E+00
  2.3825078795E+02  2.8541479248E+02  0.0000000000E+00  1.0000000000E+00
  2.3783031213E+02  2.8060700940E+02  0.0000000000E+00  1.0000000000E+00
  2.3742816805E+02  2.7582860626E+02  0.0000000000E+00  1.0000000000E+00
  2.3704281656E+02  2.7108160821E+02  0.0000000000E+00  1.0000000000E+00
  2.3667267750E+02  2.6636808872E+02  0.0000000000E+00  1.0000000000E+00
  2.3631629311E+02  2.6169010326E+02  0.0000000000E+00  1.0000000000E+00
  2.3597216691E+02  2.5704954914E+02  0.0000000000E+00  1.0000000000E+00
  2.3563888284E+02  2.5244820538E+02  0.0000000000E+00  1.0000000000E+00
  2.3531503594E+02  2.4788797828E+02  0.0000000000E+00  1.0000000000E+00
  2.3499942632E+02  2.4337059243E+02  0.0000000000E+00  1.0000000000E+00
  2.3469084567E+02  2.3889759007E+02  0.0000000000E+00  1.0000000000E+00
  2.3438819390E+02  2.3447054551E+02  0.0000000000E+00  1.0000000000E+00
  2.3409037850E+02  2.3009108515E+02  0.0000000000E+00  1.0000000000E+00
  2.3379645500E+02  2.2576054572E+02  0.0000000000E+00  1.0000000000E+00
  2.3350548737E+02  2.2148026582E+02  0.0000000000E+00  1.0000000000E+00
  2.3321665573E+02  2.1725162990E+02  0.0000000000E+00  1.0000000000E+00
  2.3292915159E+02  2.1307586910E+02  0.0000000000E+00  1.0000000000E+00
  2.3264234393E+02  2.0895399548E+02  0.0000000000E+00  1.0000000000E+00
  2.3235563127E+02  2.0488715516E+02  0.0000000000E+00  1.0000000000E+00
  2.3206850464E+02  2.0087632070E+02  0.0000000000E+00  1.0000000000E+00
  2.3178046502E+02  1.9692231570E+02  0.0000000000E+00  1.0000000000E+00
  2.3149115453E+02  1.9302598508E+02  0.0000000000E+00  1.0000000000E+00
  2.3120023276E+02  1.8918811195E+02  0.0000000000E+00  1.0000000000E+00
  2.3090742954E+02  1.8540922288E+02  0.0000000000E+00  1.0000000000E+00
  2.3061251160E+02  1.8168994883E+02  0.0000000000E+00  1.0000000000E+00
  2.3031536934E+02  1.7803074080E+02  0.0000000000E+00  1.0000000000E+00
  2.3001589997E+02  1.7443186130E+02  0.0000000000E+00  1.0000000000E+00
  2.2971406562E+02  1.7089358714E+02  0.0000000000E+00  1.0000000000E+00
  2.2940984251E+02  1.6741617326E+02  0.0000000000E+00  1.0000000000E+00
  2.2910325787E+02  1.6399960813E+02  0.0000000000E+00  1.0000000000E+00
  2.2879435581E+02  1.6064394090E+02  0.0000000000E+00  1.0000000000E+00
  2.2848321561E+02  1.5734914180E+02  0.0000000000E+00  1.0000000000E+00
  2.2816991360E+02  1.5411502813E+02  0.0000000000E+00  1.0000000000E+00
  2.2785457343E+02  1.5094136450E+02  0.0000000000E+00  1.0000000000E+00
  2.2753732412E+02  1.4782789052E+02  0.0000000000E+00  1.0000000000E+00
  2.2721829926E+02  1.4477416993E+02  0.0000000000E+00  1.0000000000E+00
  2.2689764113E+02  1.4177981073E+02  0.0000000000E+00  1.0000000000E+00
  2.2657550343E+02  1.3884432665E+02  0.0000000000E+00  1.0000000000E+00
  2.2625203092E+02  1.3596712586E+02  0.0000000000E+00  1.0000000000E+00
  2.2592737717E+02  1.3314762053E+02  0.0000000000E+00  1.0000000000E+00
  2.2560169387E+02  1.3038518936E+02  0.0000000000E+00  1.0000000000E+00
  2.2527512240E+02  1.2767906047E+02  0.0000000000E+00  1.0000000000E+00
  2.2494780854E+02  1.2502849947E+02  0.0000000000E+00  1.0000000000E+00
  2.2461989027E+02  1.2243271340E+02  0.0000000000E+00  1.0000000000E+00
  2.2429149732E+02  1.1989085834E+02  0.0000000000E+00  1.0000000000E+00
  2.2396275451E+02  1.1740208802E+02  0.0000000000E+00  1.0000000000E+00
  2.2363378065E+02  1.1496552838E+02  0.0000000000E+00  1.0000000000E+00
  2.2330468276E+02  1.1258026059E+02  0.0000000000E+00  1.0000000000E+00
  2.2297556826E+02  1.1024539367E+02  0.0000000000E+00  1.0000000000E+00
  2.2264652707E+02  1.0795998181E+02  0.0000000000E+00  1.0000000000E+00
  2.2231764492E+02  1.0572307351E+02  0.0000000000E+00  1.0000000000E+00
  2.2198900171E+02  1.0353372805E+02  0.0000000000E+00  1.0000000000E+00
  2.2166067178E+02  1.0139098899E+02  0.0000000000E+00  1.0000000000E+00
  2.2133271794E+02  9.9293890379E+01  0.0000000000E+00  1.0000000000E+00
  2.2100520326E+02  9.7241488395E+01  0.0000000000E+00  1.0000000000E+00
  2.2067817983E+02  9.5232818559E+01  0.0000000000E+00  1.0000000000E+00
  2.2035169932E+02  9.3266936851E+01  0.0000000000E+00  1.0000000000E+00
  2.2002580194E+02  9.1342899074E+01  0.0000000000E+00  1.0000000000E+00
  2.1970052397E+02  8.9459758093E+01  0.0000000000E+00  1.0000000000E+00
  2.1937589790E+02  8.7616585632E+01  0.0000000000E+00  1.0000000000E+00
  2.1905195591E+02  8.5812467781E+01  0.0000000000E+00  1.0000000000E+00
  2.1872872098E+02  8.4046486333E+01  0.0000000000E+00  1.0000000000E+00
  2.1840621807E+02  8.2317749551E+01  0.0000000000E+00  1.0000000000E+00
  2.1808446747E+02  8.0625372969E+01  0.0000000000E+00  1.0000000000E+00
  2.1776348863E+02  7.8968484127E+01  0.0000000000E+00  1.0000000000E+00
  2.1744329663E+02  7.7346228148E+01  0.0000000000E+00  1.0000000000E+00
  2.1712390502E+02  7.5757759721E+01  0.0000000000E+00  1.0000000000E+00
  2.1680532492E+02  7.4202248236E+01  0.0000000000E+00  1.0000000000E+00
  2.1648756816E+02  7.2678882556E+01  0.0000000000E+00  1.0000000000E+00
  2.1617064248E+02  7.1186859119E+01  0.0000000000E+00  1.0000000000E+00
  2.1585455584E+02  6.9725393417E+01  0.0000000000E+00  1.0000000000E+00
  2.1553931476E+02  6.8293715381E+01  0.0000000000E+00  1.0000000000E+00
  2.1522492412E+02  6.6891065948E+01  0.0000000000E+00  1.0000000000E+00
  2.1491138850E+02  6.5516703760E+01  0.0000000000E+00  1.0000000000E+00
  2.1459870996E+02  6.4169899068E+01  0.0000000000E+00  1.0000000000E+00
  2.1428688915E+02  6.2849934239E+01  0.0000000000E+00  1.0000000000E+00
  2.1397592475E+02  6.1556106030E+01  0.0000000000E+00  1.0000000000E+00
  2.1366581568E+02  6.0287723112E+01  0.0000000000E+00  1.0000000000E+00
  2.1335655721E+02  5.9044105184E+01  0.0000000000E+00  1.0000000000E+00
  2.1304814499E+02  5.7824585613E+01  0.0000000000E+00  1.0000000000E+00
  2.1274057044E+02  5.6628505331E+01  0.0000000000E+00  1.0000000000E+00
  2.1243382917E+02  5.5455220865E+01  0.0000000000E+00  1.0000000000E+00
  2.1212791073E+02  5.4304095846E+01  0.0000000000E+00  1.0000000000E+00
  2.1182280511E+02  5.3174503605E+01  0.0000000000E+00  1.0000000000E+00
  2.1151849566E+02  5.2065824754E+01  0.0000000000E+00  1.0000000000E+00
  2.1121497036E+02  5.0977450281E+01  0.0000000000E+00  1.0000000000E+00
  2.1091220845E+02  4.9908775438E+01  0.0000000000E+00  1.0000000000E+00
  2.1061019136E+02  4.8859204459E+01  0.0000000000E+00  1.0000000000E+00
  2.1030889180E+02  4.7828143255E+01  0.0000000000E+00  1.0000000000E+00
  2.1000829107E+02  4.6815008570E+01  0.0000000000E+00  1.0000000000E+00
  2.0970835830E+02  4.5819216316E+01  0.0000000000E+00  1.0000000000E+00
  2.0940906419E+02  4.4840187033E+01  0.0000000000E+00  1.0000000000E+00
  2.0911036500E+02  4.3877338446E+01  0.0000000000E+00  1.0000000000E+00
  2.0881222416E+02  4.2930092685E+01  0.0000000000E+00  1.0000000000E+00
  2.0851458742E+02  4.1997865516E+01  0.0000000000E+00  1.0000000000E+00
  2.0821740160E+02  4.1080072654E+01  0.0000000000E+00  1.0000000000E+00
  2.0792059601E+02  4.0176120529E+01  0.0000000000E+00  1.0000000000E+00
  2.0762410875E+02  3.9285417209E+01  0.0000000000E+00  1.0000000000E+00
  2.0732785508E+02  3.8407355747E+01  0.0000000000E+00  1.0000000000E+00
  2.0703174845E+02  3.7541323189E+01  0.0000000000E+00  1.0000000000E+00
  2.0673567427E+02  3.6686686308E+01  0.0000000000E+00  1.0000000000E+00
  2.0643952089E+02  3.5842806932E+01  0.0000000000E+00  1.0000000000E+00
  2.0614314318E+02  3.5009021693E+01  0.0000000000E+00  1.0000000000E+00
  2.0584638705E+02  3.4184656667E+01  0.0000000000E+00  1.0000000000E+00
  2.0554906142E+02  3.3369012793E+01  0.0000000000E+00  1.0000000000E+00
  2.0525096864E+02  3.2561390490E+01  0.0000000000E+00  1.0000000000E+00
  2.0495185614E+02  3.1761061907E+01  0.0000000000E+00  1.0000000000E+00
  2.0465143906E+02  3.0967302796E+01  0.0000000000E+00  1.0000000000E+00
  2.0434935240E+02  3.0179375920E+01  0.0000000000E+00  1.0000000000E+00
  2.0404518774E+02  2.9396599670E+01  0.0000000000E+00  1.0000000000E+00
  2.0373841205E+02  2.8618326319E+01  0.0000000000E+00  1.0000000000E+00
  2.0342839336E+02  2.7844053737E+01  0.0000000000E+00  1.0000000000E+00
  2.0311431486E+02  2.7073462129E+01  0.0000000000E+00  1.0000000000E+00
  2.0279520920E+02  2.6306635254E+01  0.0000000000E+00  1.0000000000E+00
  2.0246983437E+02  2.5544238111E+01  0.0000000000E+00  1.0000000000E+00
  2.0213670158E+02  2.4787907515E+01  0.0000000000E+00  1.0000000000E+00
  2.0179396728E+02  2.4040705419E+01  0.0000000000E+00  1.0000000000E+00
  2.0143955211E+02  2.3307771987E+01  0.0000000000E+00  1.0000000000E+00
  2.0107115729E+02  2.2597189446E+01  0.0000000000E+00  1.0000000000E+00
  2.0068665424E+02  2.1920612835E+01  0.0000000000E+00  1.0000000000E+00
  2.0028449194E+02  2.1293782848E+01  0.0000000000E+00  1.0000000000E+00
  1.9986442818E+02  2.0735552382E+01  0.0000000000E+00  1.0000000000E+00
  1.9942816053E+02  2.0266464446E+01  0.0000000000E+00  1.0000000000E+00
  1.9897915337E+02  1.9905487151E+01  0.0000000000E+00  1.0000000000E+00
  1.9852172829E+02  1.9669216584E+01  0.0000000000E+00  1.0000000000E+00
  1.9805796030E+02  1.9575169528E+01  0.0000000000E+00  1.0000000000E+00
  2.5283249434E+02  3.9936441369E+02  0.0000000000E+00  1.0000000000E+00
  2.5379316606E+02  3.9732344323E+02  0.0000000000E+00  1.0000000000E+00
  2.5451293551E+02  3.9469989171E+02  0.0000000000E+00  1.0000000000E+00
  2.5493200593E+02  3.9155097603E+02  0.0000000000E+00  1.0000000000E+00
  2.5504363950E+02  3.8795457968E+02  0.0000000000E+00  1.0000000000E+00
  2.5487875332E+02  3.8399413499E+02  0.0000000000E+00  1.0000000000E+00
  2.5448826493E+02  3.7974795213E+02  0.0000000000E+00  1.0000000000E+00
  2.5392808108E+02  3.7528362273E+02  0.0000000000E+00  1.0000000000E+00
  2.5324968141E+02  3.7065612531E+02  0.0000000000E+00  1.0000000000E+00
  2.5249574233E+02  3.6590848661E+02  0.0000000000E+00  1.0000000000E+00
  2.5169927964E+02  3.6107359487E+02  0.0000000000E+00  1.0000000000E+00
  2.5088463097E+02  3.5617627095E+02  0.0000000000E+00  1.0000000000E+00
  2.5006910293E+02  3.5123520230E+02  0.0000000000E+00  1.0000000000E+00
  2.4926462687E+02  3.4626448033E+02  0.0000000000E+00  1.0000000000E+00
  2.4847918854E+02  3.4127476666E+02  0.0000000000E+00  1.0000000000E+00
  2.4771790087E+02  3.3627426093E+02  0.0000000000E+00  1.0000000000E+00
  2.4698385154E+02  3.3126937941E+02  0.0000000000E+00  1.0000000000E+00
  2.4627866880E+02  3.2626532992E+02  0.0000000000E+00  1.0000000000E+00
  2.4560302497E+02  3.2126643476E+02  0.0000000000E+00  1.0000000000E+00
  2.4495683309E+02  3.1627636161E+02  0.0000000000E+00  1.0000000000E+00
  2.4433951923E+02  3.1129830842E+02  0.0000000000E+00  1.0000000000E+00
  2.4375011414E+02  3.0633520924E+02  0.0000000000E+00  1.0000000000E+00
  2.4318747746E+02  3.0138983274E+02  0.0000000000E+00  1.0000000000E+00
  2.4265024240E+02  2.9646477782E+02  0.0000000000E+00  1.0000000000E+00
  2.4213695306E+02  2.9156244008E+02  0.0000000000E+00  1.0000000000E+00
  2.4164603412E+02  2.8668517265E+02  0.0000000000E+00  1.0000000000E+00
  2.4117599331E+02  2.8183530022E+02  0.0000000000E+00  1.0000000000E+00
  2.4072525347E+02  2.7701504337E+02  0.0000000000E+00  1.0000000000E+00
  2.4029226495E+02  2.7222645482E+02  0.0000000000E+00  1.0000000000E+00
  2.3987543339E+02  2.6747163751E+02  0.0000000000E+00  1.0000000000E+00
  2.3947329257E+02  2.6275267227E+02  0.0000000000E+00  1.0000000000E+00
  2.3908433140E+02  2.5807148276E+02  0.0000000000E+00  1.0000000000E+00
  2.3870712054E+02  2.5342987144E+02  0.0000000000E+00  1.0000000000E+00
  2.3834023880E+02  2.4882976925E+02  0.0000000000E+00  1.0000000000E+00
  2.3798247989E+02  2.4427291673E+02  0.0000000000E+00  1.0000000000E+00
  2.3763262242E+02  2.3976087229E+02  0.0000000000E+00  1.0000000000E+00
  2.3728955553E+02  2.3529522354E+02  0.0000000000E+00  1.0000000000E+00
  2.3695217062E+02  2.3087761199E+02  0.0000000000E+00  1.0000000000E+00
  2.3661951143E+02  2.2650938248E+02  0.0000000000E+00  1.0000000000E+00
  2.3629062403E+02  2.2219188396E+02  0.0000000000E+00  1.0000000000E+00
  2.3596467351E+02  2.1792650819E+02  0.0000000000E+00  1.0000000000E+00
  2.3564082975E+02  2.1371449542E+02  0.0000000000E+00  1.0000000000E+00
  2.3531844809E+02  2.0955685755E+02  0.0000000000E+00  1.0000000000E+00
  2.3499690902E+02  2.0545474415E+02  0.0000000000E+00  1.0000000000E+00
  2.3467568650E+02  2.0140912771E+02  0.0000000000E+00  1.0000000000E+00
  2.3435425829E+02  1.9742083477E+02  0.0000000000E+00  1.0000000000E+00
  2.3403224993E+02  1.9349070715E+02  0.0000000000E+00  1.0000000000E+00
  2.3370929966E+02  1.8961952858E+02  0.0000000000E+00  1.0000000000E+00
  2.3338511648E+02  1.8580782272E+02  0.0000000000E+00  1.0000000000E+00
  2.3305944447E+02  1.8205622149E+02  0.0000000000E+00  1.0000000000E+00
  2.3273215876E+02  1.7836516684E+02  0.0000000000E+00  1.0000000000E+00
  2.3240313705E+02  1.7473491544E+02  0.0000000000E+00  1.0000000000E+00
  2.3207232414E+02  1.7116573653E+02  0.0000000000E+00  1.0000000000E+00
  2.3173967643E+02  1.6765788199E+02  0.0000000000E+00  1.0000000000E+00
  2.3140520359E+02  1.6421133079E+02  0.0000000000E+00  1.0000000000E+00
  2.3106893085E+02  1.6082612770E+02  0.0000000000E+00  1.0000000000E+00
  2.3073091996E+02  1.5750223665E+02  0.0000000000E+00  1.0000000000E+00
  2.3039122768E+02  1.5423947219E+02  0.0000000000E+00  1.0000000000E+00
  2.3004996186E+02  1.5103758919E+02  0.0000000000E+00  1.0000000000E+00
  2.2970723502E+02  1.4789632178E+02  0.0000000000E+00  1.0000000000E+00
  2.2936316440E+02  1.4481522622E+02  0.0000000000E+00  1.0000000000E+00
  2.2901787631E+02  1.4179390737E+02  0.0000000000E+00  1.0000000000E+00
  2.2867150970E+02  1.3883187153E+02  0.0000000000E+00  1.0000000000E+00
  2.2832419425E+02  1.3592852258E+02  0.0000000000E+00  1.0000000000E+00
  2.2797606964E+02  1.3308326747E+02  0.0000000000E+00  1.0000000000E+00
  2.2762727427E+02  1.3029548213E+02  0.0000000000E+00  1.0000000000E+00
  2.2727793624E+02  1.2756438514E+02  0.0000000000E+00  1.0000000000E+00
  2.2692818941E+02  1.2488923546E+02  0.0000000000E+00  1.0000000000E+00
  2.2657816004E+02  1.2226923252E+02  0.0000000000E+00  1.0000000000E+00
  2.2622796682E+02  1.1970352724E+02  0.0000000000E+00  1.0000000000E+00
  2.2587772369E+02  1.1719126562E+02  0.0000000000E+00  1.0000000000E+00
  2.2552753958E+02  1.1473156824E+02  0.0000000000E+00  1.0000000000E+00
  2.2517751153E+02  1.1232351000E+02  0.0000000000E+00  1.0000000000E+00
  2.2482773845E+02  1.0996619581E+02  0.0000000000E+00  1.0000000000E+00
  2.2447830049E+02  1.0765867211E+02  0.0000000000E+00  1.0000000000E+00
  2.2412927484E+02  1.0539998150E+02  0.0000000000E+00  1.0000000000E+00
  2.2378073301E+02  1.0318917681E+02  0.0000000000E+00  1.0000000000E+00
  2.2343274204E+02  1.0102529679E+02  0.0000000000E+00  1.0000000000E+00
  2.2308535653E+02  9.8907368578E+01  0.0000000000E+00  1.0000000000E+00
  2.2273863279E+02  9.6834443134E+01  0.0000000000E+00  1.0000000000E+00
  2.2239261569E+02  9.4805549887E+01  0.0000000000E+00  1.0000000000E+00
  2.2204735088E+02  9.2819739917E+01  0.0000000000E+00  1.0000000000E+00
  2.2170287066E+02  9.0876061251E+01  0.0000000000E+00  1.0000000000E+00
  2.2135920450E+02  8.8973559967E+01  0.0000000000E+00  1.0000000000E+00
  2.2101637785E+02  8.7111300515E+01  0.0000000000E+00  1.0000000000E+00
  2.2067441715E+02  8.5288362852E+01  0.0000000000E+00  1.0000000000E+00
  2.2033333834E+02  8.3503821039E+01  0.0000000000E+00  1.0000000000E+00
  2.1999316071E+02  8.1756776775E+01  0.0000000000E+00  1.0000000000E+00
  2.1965389846E+02  8.0046338477E+01  0.0000000000E+00  1.0000000000E+00
  2.1931556601E+02  7.8371627329E+01  0.0000000000E+00  1.0000000000E+00
  2.1897817165E+02  7.6731780273E+01  0.0000000000E+00  1.0000000000E+00
  2.1864172327E+02  7.5125944563E+01  0.0000000000E+00  1.0000000000E+00
  2.1830622585E+02  7.3553281665E+01  0.0000000000E+00  1.0000000000E+00
  2.1797168629E+02  7.2012973358E+01  0.0000000000E+00  1.0000000000E+00
  2.1763810595E+02  7.0504207602E+01  0.0000000000E+00  1.0000000000E+00
  2.1730548760E+02  6.9026192203E+01  0.0000000000E+00  1.0000000000E+00
  2.1697383189E+02  6.7578148745E+01  0.0000000000E+00  1.0000000000E+00
  2.1664313870E+02  6.6159310239E+01  0.0000000000E+00  1.0000000000E+00
  2.1631340539E+02  6.4768925473E+01  0.0000000000E+00  1.0000000000E+00
  2.1598462776E+02  6.3406255311E+01  0.0000000000E+00  1.0000000000E+00
  2.1565679949E+02  6.2070571954E+01  0.0000000000E+00  1.0000000000E+00
  2.1532991343E+02  6.0761162612E+01  0.0000000000E+00  1.0000000000E+00
  2.1500396096E+02  5.9477324847E+01  0.0000000000E+00  1.0000000000E+00
  2.1467893105E+02  5.8218367886E+01  0.0000000000E+00  1.0000000000E+00
  2.1435481226E+02  5.6983613684E+01  0.0000000000E+00  1.0000000000E+00
  2.1403158983E+02  5.5772392118E+01  0.0000000000E+00  1.0000000000E+00
  2.1370925098E+02  5.4584046678E+01  0.0000000000E+00  1.0000000000E+00
  2.1338777796E+02  5.3417928312E+01  0.0000000000E+00  1.0000000000E+00
  2.1306715230E+02  5.2273396335E+01  0.0000000000E+00  1.0000000000E+00
  2.1274735019E+02  5.1149817709E+01  0.0000000000E+00  1.0000000000E+00
  2.1242835014E+02  5.0046567573E+01  0.0000000000E+00  1.0000000000E+00
  2.1211012313E+02  4.8963025514E+01  0.0000000000E+00  1.0000000000E+00
  2.1179264077E+02  4.7898578260E+01  0.0000000000E+00  1.0000000000E+00
  2.1147586689E+02  4.6852613962E+01  0.0000000000E+00  1.0000000000E+00
  2.1115977092E+02  4.5824528815E+01  0.0000000000E+00  1.0000000000E+00
  2.1084431121E+02  4.4813717679E+01  0.0000000000E+00  1.0000000000E+00
  2.1052944548E+02  4.3819577439E+01  0.0000000000E+00  1.0000000000E+00
  2.1021511824E+02  4.2841501314E+01  0.0000000000E+00  1.0000000000E+00
  2.0990127768E+02  4.1878883231E+01  0.0000000000E+00  1.0000000000E+00
  2.0958785553E+02  4.0931109332E+01  0.0000000000E+00  1.0000000000E+00
  2.0927478176E+02  3.9997561840E+01  0.0000000000E+00  1.0000000000E+00
  2.0896196955E+02  3.9077611203E+01  0.0000000000E+00  1.0000000000E+00
  2.0864933650E+02  3.8170624041E+01  0.0000000000E+00  1.0000000000E+00
  2.0833677805E+02  3.7275948519E+01  0.0000000000E+00  1.0000000000E+00
  2.0802418365E+02  3.6392920465E+01  0.0000000000E+00  1.0000000000E+00
  2.0771141518E+02  3.5520850476E+01  0.0000000000E+00  1.0000000000E+00
  2.0739833167E+02  3.4659035247E+01  0.0000000000E+00  1.0000000000E+00
  2.0708475816E+02  3.3806738964E+01  0.0000000000E+00  1.0000000000E+00
  2.0677050457E+02  3.2963204082E+01  0.0000000000E+00  1.0000000000E+00
  2.0645534179E+02  3.2127637227E+01  0.0000000000E+00  1.0000000000E+00
  2.0613902553E+02  3.1299228908E+01  0.0000000000E+00  1.0000000000E+00
  2.0582125268E+02  3.0477126865E+01  0.0000000000E+00  1.0000000000E+00
  2.0550167614E+02  2.9660461712E+01  0.0000000000E+00  1.0000000000E+00
  2.0517986114E+02  2.8848331380E+01  0.0000000000E+00  1.0000000000E+00
  2.0485531171E+02  2.8039862691E+01  0.0000000000E+00  1.0000000000E+00
  2.0452739390E+02  2.7234193619E+01  0.0000000000E+00  1.0000000000E+00
  2.0419534868E+02  2.6430579829E+01  0.0000000000E+00  1.0000000000E+00
  2.0385820919E+02  2.5628444087E+01  0.0000000000E+00  1.0000000000E+00
  2.0351481985E+02  2.4827607714E+01  0.0000000000E+00  1.0000000000E+00
  2.0316371437E+02  2.4028498808E+01  0.0000000000E+00  1.0000000000E+00
  2.0280313100E+02  2.3232607321E+01  0.0000000000E+00  1.0000000000E+00
  2.0243091935E+02  2.2443039691E+01  0.0000000000E+00  1.0000000000E+00
  2.0204467446E+02  2.1665357446E+01  0.0000000000E+00  1.0000000000E+00
  2.0164183008E+02  2.0908663681E+01  0.0000000000E+00  1.0000000000E+00
  2.0122018800E+02  2.0186541186E+01  0.0000000000E+00  1.0000000000E+00
  2.0077860454E+02  1.9517697820E+01  0.0000000000E+00  1.0000000000E+00
  2.0031810026E+02  1.8924812546E+01  0.0000000000E+00  1.0000000000E+00
  1.9984286933E+02  1.8432182894E+01  0.0000000000E+00  1.0000000000E+00
  1.9936021817E+02  1.8060994727E+01  0.0000000000E+00  1.0000000000E+00
  1.9887937891E+02  1.7826864664E+01  0.0000000000E+00  1.0000000000E+00
  1.9840807505E+02  1.7741587193E+01  0.0000000000E+00  1.0000000000E+00
  2.5746757649E+02  4.0154471842E+02  0.0000000000E+00  1.0000000000E+00
  2.5843048647E+02  3.9949900377E+02  0.0000000000E+00  1.0000000000E+00
  2.5914492117E+02  3.9686321636E+02  0.0000000000E+00  1.0000000000E+00
  2.5954860784E+02  3.9369443820E+02  0.0000000000E+00  1.0000000000E+00
  2.5963375365E+02  3.9007151704E+02  0.0000000000E+00  1.0000000000E+00
  2.5943170956E+02  3.8607942464E+02  0.0000000000E+00  1.0000000000E+00
  2.5899487615E+02  3.8179806059E+02  0.0000000000E+00  1.0000000000E+00
  2.5838114756E+02  3.7729633313E+02  0.0000000000E+00  1.0000000000E+00
  2.5764405148E+02  3.7263014522E+02  0.0000000000E+00  1.0000000000E+00
  2.5682809573E+02  3.6784306452E+02  0.0000000000E+00  1.0000000000E+00
  2.5596776964E+02  3.6296823215E+02  0.0000000000E+00  1.0000000000E+00
  2.5508849963E+02  3.5803054667E+02  0.0000000000E+00  1.0000000000E+00
  2.5420833766E+02  3.5304870070E+02  0.0000000000E+00  1.0000000000E+00
  2.5333969040E+02  3.4803678249E+02  0.0000000000E+00  1.0000000000E+00
  2.5249082743E+02  3.4300547085E+02  0.0000000000E+00  1.0000000000E+00
  2.5166701969E+02  3.3796300895E+02  0.0000000000E+00  1.0000000000E+00
  2.5087143770E+02  3.3291587443E+02  0.0000000000E+00  1.0000000000E+00
  2.5010574843E+02  3.2786934605E+02  0.0000000000E+00  1.0000000000E+00
